depth_m,age_gasBP,CH4
170.16129,2589.6198,597.12971
170.16195,2589.6459,596.59359
170.16261,2589.6719,596.58741
170.16327,2589.6979,596.02895
170.16392,2589.7239,595.61003
170.16458,2589.75,595.80526
170.16524,2589.776,594.10837
170.1659,2589.802,600.45973
170.16655,2589.828,592.16063
170.16721,2589.854,597.85733
170.16787,2589.8801,590.29065
170.16853,2589.9061,592.55248
170.16918,2589.9321,592.18398
170.16984,2589.9581,594.37586
170.1705,2589.9841,591.59778
170.17116,2590.0102,589.67236
170.17182,2590.0362,596.90067
170.17247,2590.0622,596.60898
170.17313,2590.0882,592.25316
170.17379,2590.1142,592.4886
170.17445,2590.1403,593.21395
170.1751,2590.1663,596.02777
170.17576,2590.1923,597.01508
170.17642,2590.2183,596.78899
170.17708,2590.2443,601.65422
170.17773,2590.2704,596.97106
170.17839,2590.2964,594.8287
170.17905,2590.3224,593.94993
170.17971,2590.3484,595.25689
170.18037,2590.3744,600.99758
170.18102,2590.4005,597.0642
170.18168,2590.4265,597.79054
170.18234,2590.4525,598.52405
170.183,2590.4785,597.82326
170.18365,2590.5045,595.39458
170.18431,2590.5306,595.27578
170.18497,2590.5566,597.22407
170.18563,2590.5826,595.78594
170.18628,2590.6086,598.57083
170.18694,2590.6347,596.45881
170.1876,2590.6607,590.78755
170.18826,2590.6867,592.4102
170.18892,2590.7127,592.14061
170.18957,2590.7387,591.34861
170.19023,2590.7648,593.94991
170.19089,2590.7908,593.55886
170.19155,2590.8168,594.19093
170.1922,2590.8428,591.51353
170.19286,2590.8688,590.33651
170.19352,2590.8949,593.94161
170.19418,2590.9209,594.0725
170.19483,2590.9469,589.34993
170.19549,2590.9729,592.17648
170.19615,2590.9989,597.41373
170.19681,2591.025,597.16269
170.19747,2591.051,594.54682
170.19812,2591.077,595.44215
170.19878,2591.103,598.11925
170.19944,2591.129,597.82106
170.2001,2591.1551,600.42779
170.20075,2591.1811,600.19523
170.20141,2591.2071,597.67156
170.20207,2591.2331,600.74332
170.20273,2591.2591,598.98483
170.20338,2591.2852,600.39085
170.20404,2591.3112,600.39707
171.1965,2619.1888,602.1013
171.19715,2619.2063,601.7103
171.19781,2619.2238,600.62961
171.19847,2619.2413,600.51929
171.19913,2619.2587,602.05256
171.19978,2619.2762,601.99218
171.20044,2619.2937,599.19667
171.2011,2619.3112,600.55908
171.20176,2619.3287,603.44449
171.20242,2619.3461,600.78876
171.20307,2619.3636,598.99636
171.20373,2619.3811,601.79
171.20439,2619.3986,600.76326
171.20505,2619.416,601.43605
171.2057,2619.4335,600.48227
171.20636,2619.451,598.36498
171.20702,2619.4685,598.94351
171.20768,2619.486,602.36267
171.20833,2619.5034,604.9012
171.20899,2619.5209,603.63777
171.20965,2619.5384,601.51044
171.21031,2619.5559,603.89481
171.21097,2619.5734,600.8709
171.21162,2619.5908,602.70144
171.21228,2619.6083,602.41074
171.21294,2619.6258,602.84334
171.2136,2619.6433,600.05469
171.21425,2619.6607,600.43886
171.21491,2619.6782,597.31531
171.21557,2619.6957,598.44712
171.21623,2619.7132,599.08514
171.21688,2619.7307,599.24274
171.21754,2619.7481,598.15156
171.2182,2619.7656,598.13821
171.21886,2619.7831,599.58164
171.21952,2619.8006,599.37353
171.22017,2619.818,596.44332
171.22083,2619.8355,597.18704
171.22149,2619.853,594.00041
171.22215,2619.8705,596.33721
171.2228,2619.888,598.57368
171.22346,2619.9054,595.89306
171.22412,2619.9229,596.42473
171.22478,2619.9404,595.49095
171.22543,2619.9579,597.16877
171.22609,2619.9753,599.09823
171.22675,2619.9928,599.31336
171.22741,2620.0103,596.63549
171.22807,2620.0278,598.2516
171.22872,2620.0453,600.02702
171.22938,2620.0627,598.50533
171.23004,2620.0802,595.47928
171.2307,2620.0977,599.40141
171.23135,2620.1152,600.67214
171.23201,2620.1326,597.66185
171.23267,2620.1501,598.06884
171.23333,2620.1676,599.50291
171.23398,2620.1851,594.75893
171.23464,2620.2026,594.96212
171.2353,2620.22,594.24879
171.23596,2620.2375,600.42507
171.23662,2620.255,598.40138
171.23727,2620.2725,597.88639
171.23793,2620.2899,599.39218
171.23859,2620.3074,599.01482
171.23925,2620.3249,598.18834
171.2399,2620.3424,598.67975
171.24056,2620.3599,598.25234
171.24122,2620.3773,601.92526
171.24188,2620.3948,599.29242
171.24253,2620.4123,605.30093
171.24319,2620.4298,600.16115
171.24385,2620.4472,601.30395
171.24451,2620.4647,601.84699
171.24517,2620.4822,601.18486
171.24582,2620.4997,603.44916
171.24648,2620.5172,600.58118
171.24714,2620.5346,599.15416
171.2478,2620.5521,604.90015
171.24845,2620.5696,601.41484
171.24911,2620.5871,595.10023
171.24977,2620.6045,606.17098
171.25043,2620.622,597.68729
171.25108,2620.6395,599.35159
171.25174,2620.657,595.98486
171.2524,2620.6745,596.63718
171.25306,2620.6919,595.176
171.25372,2620.7094,597.61069
171.25437,2620.7269,595.4284
171.25503,2620.7444,591.67132
171.25569,2620.7618,596.40125
171.25635,2620.7793,599.34679
171.257,2620.7968,596.82793
171.25766,2620.8143,599.59982
171.25832,2620.8318,601.24535
171.25898,2620.8492,598.29713
171.25963,2620.8667,596.26979
171.26029,2620.8842,597.41595
171.26095,2620.9017,595.56091
171.26161,2620.9191,596.1051
171.26227,2620.9366,596.06056
171.26292,2620.9541,596.91624
171.26358,2620.9716,601.22163
171.26424,2620.9891,598.44122
171.2649,2621.0065,599.83462
171.26555,2621.024,602.17745
171.26621,2621.0415,597.20658
171.26687,2621.059,599.99991
171.26753,2621.0764,601.35468
171.26818,2621.0939,597.61926
171.26884,2621.1114,596.20779
171.2695,2621.1289,603.83677
171.27016,2621.1464,597.91554
171.27082,2621.1638,597.00204
171.27147,2621.1813,601.52906
171.27213,2621.1988,602.25057
171.27279,2621.2163,598.09753
171.27345,2621.2337,599.33022
171.2741,2621.2512,601.44994
171.27476,2621.2687,597.42107
171.27542,2621.2862,595.3372
171.27608,2621.3037,601.34102
171.27673,2621.3211,598.24117
171.27739,2621.3386,594.37891
171.27805,2621.3561,595.5641
171.27871,2621.3736,593.36626
171.27937,2621.3911,596.08232
171.28002,2621.4085,594.43259
171.28068,2621.426,595.7123
171.28134,2621.4435,598.97481
171.282,2621.461,598.25093
171.28265,2621.4784,599.07773
171.28331,2621.4959,599.79885
171.28397,2621.5134,598.39209
171.28463,2621.5309,601.2925
171.28528,2621.5484,596.18506
171.28594,2621.5658,599.93106
171.2866,2621.5833,600.37872
171.28726,2621.6008,596.27902
171.28792,2621.6183,598.19252
171.28857,2621.6357,596.90725
171.28923,2621.6532,598.90606
171.28989,2621.6707,594.93159
171.29055,2621.6882,594.88887
171.2912,2621.7057,592.54902
171.29186,2621.7231,598.35543
171.29252,2621.7406,596.72922
171.29318,2621.7581,595.3015
171.29383,2621.7756,595.32368
171.29449,2621.793,595.8535
171.29515,2621.8105,594.88543
171.29581,2621.828,598.27412
171.29647,2621.8455,599.25138
171.29712,2621.863,599.19554
171.29778,2621.8804,599.98747
171.29844,2621.8979,600.25815
171.2991,2621.9154,597.00094
171.29975,2621.9329,598.63256
171.30041,2621.9503,599.56578
171.30107,2621.9678,597.97593
171.30173,2621.9853,599.06091
171.30238,2622.0028,600.46275
171.30304,2622.0203,600.1143
171.3037,2622.0377,595.2656
171.30436,2622.0552,600.58003
171.30502,2622.0727,598.24934
171.30567,2622.0902,600.27413
171.30633,2622.1076,596.81868
171.30699,2622.1251,599.31566
171.30765,2622.1426,598.09809
171.3083,2622.1601,600.05647
171.30896,2622.1776,599.91262
171.30962,2622.195,597.4196
171.31028,2622.2125,599.05983
171.31093,2622.23,596.90357
171.31159,2622.2475,598.61474
171.31225,2622.2649,595.98303
171.31291,2622.2824,596.32928
171.31357,2622.2999,596.80234
171.31422,2622.3174,595.34599
171.31488,2622.3349,597.22299
171.31554,2622.3523,599.56667
171.3162,2622.3698,602.39887
171.31685,2622.3873,598.51891
171.31751,2622.4048,600.16556
171.31817,2622.4222,595.24139
171.31883,2622.4397,596.32329
171.31948,2622.4572,599.36927
171.32014,2622.4747,593.47126
171.3208,2622.4922,596.95603
171.32146,2622.5096,596.09535
171.32212,2622.5271,594.82912
171.32277,2622.5446,595.20528
171.32343,2622.5621,595.6203
171.32409,2622.5795,596.5408
171.32475,2622.597,597.83723
171.3254,2622.6145,595.23374
171.32606,2622.632,596.9788
171.32672,2622.6495,598.57939
171.32738,2622.6669,600.96862
171.32803,2622.6844,599.43294
171.32869,2622.7019,597.63185
171.32935,2622.7194,598.26396
171.33001,2622.7368,598.26359
171.33067,2622.7543,602.12549
171.33132,2622.7718,596.10054
171.33198,2622.7893,597.25953
171.33264,2622.8068,600.55118
171.3333,2622.8242,596.04021
171.33395,2622.8417,595.22898
171.33461,2622.8592,594.66035
171.33527,2622.8767,595.47607
171.33593,2622.8941,593.88865
171.33658,2622.9116,595.15751
171.33724,2622.9291,594.76428
171.3379,2622.9466,596.3851
171.33856,2622.9641,596.16846
171.33922,2622.9815,594.05035
171.33987,2622.999,595.9057
171.34053,2623.0165,601.10314
171.34119,2623.034,599.63955
171.34185,2623.0515,600.4544
171.3425,2623.0689,600.33251
171.34316,2623.0864,600.38653
171.34382,2623.1039,595.61294
171.34448,2623.1214,595.35464
171.34513,2623.1388,595.35799
171.34579,2623.1563,602.45349
171.34645,2623.1738,594.75528
171.34711,2623.1913,599.24657
171.34776,2623.2088,593.29832
171.34842,2623.2262,596.59673
171.34908,2623.2437,592.86177
171.34974,2623.2612,595.93053
171.3504,2623.2787,597.53427
171.35105,2623.2961,594.72233
171.35171,2623.3136,594.79552
171.35237,2623.3311,594.98491
171.35303,2623.3486,595.54396
171.35368,2623.3661,595.85694
171.35434,2623.3835,595.71605
171.355,2623.401,600.82115
171.35566,2623.4185,599.72414
171.35631,2623.436,599.99271
171.35697,2623.4534,598.06905
171.35763,2623.4709,597.1449
171.35829,2623.4884,598.93571
171.35895,2623.5059,599.43287
171.3596,2623.5234,593.64944
171.36026,2623.5408,600.19051
171.36092,2623.5583,598.91893
171.36158,2623.5758,601.29355
171.36223,2623.5933,595.05659
171.36289,2623.6107,596.27109
171.36355,2623.6282,598.92907
171.36421,2623.6457,596.77558
171.36486,2623.6632,597.65324
171.36552,2623.6807,595.53497
171.36618,2623.6981,594.58553
171.36684,2623.7156,598.61095
171.3675,2623.7331,600.62601
171.36815,2623.7506,598.61281
171.36881,2623.768,596.1786
171.36947,2623.7855,599.41703
171.37013,2623.803,600.05147
171.37078,2623.8205,600.84812
171.37144,2623.838,603.03442
171.3721,2623.8554,603.93495
171.37276,2623.8729,601.13392
171.37341,2623.8904,596.70158
171.37407,2623.9079,600.24317
171.37473,2623.9253,601.77526
171.37539,2623.9428,600.37144
171.37605,2623.9603,599.8572
171.3767,2623.9778,601.40219
171.37736,2623.9953,600.60349
171.37802,2624.0127,599.47894
171.37868,2624.0302,597.49131
171.37933,2624.0477,595.99754
171.37999,2624.0652,600.88503
171.38065,2624.0826,598.35876
171.38131,2624.1001,597.61734
171.38196,2624.1176,602.95171
171.38262,2624.1351,594.52212
171.38328,2624.1526,602.33423
171.38394,2624.17,600.67243
171.3846,2624.1875,601.0107
171.38525,2624.205,597.65174
171.38591,2624.2225,599.17595
171.38657,2624.2399,602.21668
171.38723,2624.2574,602.66699
171.38788,2624.2749,603.86366
171.38854,2624.2924,601.43625
171.3892,2624.3099,600.12704
171.38986,2624.3273,599.34004
171.39051,2624.3448,594.95494
171.39117,2624.3623,596.85889
171.39183,2624.3798,595.95503
171.39249,2624.3972,596.02712
171.39315,2624.4147,598.37326
171.3938,2624.4322,597.29222
171.39446,2624.4497,594.38937
171.39512,2624.4672,596.86343
171.39578,2624.4846,598.00954
171.39643,2624.5021,598.7052
171.39709,2624.5196,596.86518
171.39775,2624.5371,596.92009
171.39841,2624.5545,597.28225
171.39906,2624.572,596.107
171.39972,2624.5895,596.21405
171.40038,2624.607,594.94353
171.40104,2624.6245,595.56793
171.4017,2624.6419,596.86032
171.40235,2624.6594,597.2054
171.40301,2624.6769,594.22569
171.40367,2624.6944,592.47346
171.40433,2624.7118,596.90842
171.40498,2624.7293,599.56979
171.40564,2624.7468,597.57295
171.4063,2624.7643,594.22583
171.40696,2624.7818,591.10892
171.40761,2624.7992,593.55761
171.40827,2624.8167,597.1765
171.40893,2624.8342,592.22448
171.40959,2624.8517,595.07965
171.41025,2624.8692,594.32634
171.4109,2624.8866,596.56833
171.41156,2624.9041,594.83931
171.41222,2624.9216,593.1916
171.41288,2624.9391,592.19949
171.41353,2624.9565,593.33565
171.41419,2624.974,592.99117
171.41485,2624.9915,595.64959
171.41551,2625.009,594.17497
171.41616,2625.0265,595.76194
171.41682,2625.0439,596.05718
171.41748,2625.0614,595.75185
171.41814,2625.0789,596.94522
171.4188,2625.0964,596.48745
171.41945,2625.1138,595.90071
171.42011,2625.1313,593.51687
171.42077,2625.1488,593.35539
171.42143,2625.1663,597.26778
171.42208,2625.1838,596.8282
171.42274,2625.2012,594.09833
171.4234,2625.2187,601.37902
171.42406,2625.2362,593.70958
171.42471,2625.2537,599.14445
171.42537,2625.2711,596.62528
171.42603,2625.2886,598.93712
171.42669,2625.3061,598.46648
171.42735,2625.3236,599.41179
171.428,2625.3411,599.97045
171.42866,2625.3585,594.96319
171.42932,2625.376,596.40327
171.42998,2625.3935,595.57492
171.43063,2625.411,596.91539
171.43129,2625.4284,596.47439
171.43195,2625.4459,596.15327
171.43261,2625.4634,591.02754
171.43326,2625.4809,588.80391
171.43392,2625.4984,593.8474
171.43458,2625.5158,594.00314
171.43524,2625.5333,593.18203
171.4359,2625.5508,594.49683
171.43655,2625.5683,591.43569
171.43721,2625.5857,592.56573
171.43787,2625.6032,594.0294
171.43853,2625.6207,596.20141
171.43918,2625.6382,595.01255
171.43984,2625.6557,596.71058
171.4405,2625.6731,594.57171
171.44116,2625.6906,594.23721
171.44181,2625.7081,590.84302
171.44247,2625.7256,589.4671
171.44313,2625.743,592.31047
171.44379,2625.7605,594.10195
171.44445,2625.778,595.06162
171.4451,2625.7955,595.93341
171.44576,2625.813,590.25084
171.44642,2625.8304,591.64391
171.44708,2625.8479,594.85789
171.44773,2625.8654,597.71916
171.44839,2625.8829,596.38264
171.44905,2625.9003,596.59259
171.44971,2625.9178,596.28775
171.45036,2625.9353,593.53102
171.45102,2625.9528,595.11127
171.45168,2625.9703,595.21453
171.45234,2625.9877,596.23784
171.453,2626.0052,597.13872
171.45365,2626.0227,597.2041
171.45431,2626.0402,597.88552
171.45497,2626.0576,597.22585
171.45563,2626.0751,595.07675
171.45628,2626.0926,596.86271
171.45694,2626.1101,596.95598
171.4576,2626.1276,596.25293
171.45826,2626.145,596.53247
171.45891,2626.1625,598.3579
171.45957,2626.18,598.91718
171.46023,2626.1975,599.36021
171.46089,2626.2149,598.72655
171.46155,2626.2324,597.85394
171.4622,2626.2499,596.68731
171.46286,2626.2674,598.02263
171.46352,2626.2849,599.61352
171.46418,2626.3023,596.61764
171.46483,2626.3198,598.59913
171.46549,2626.3373,593.92042
171.46615,2626.3548,595.46659
171.46681,2626.3722,595.53323
171.46746,2626.3897,593.22202
171.46812,2626.4072,596.83525
171.46878,2626.4247,595.5997
171.46944,2626.4422,594.03534
171.4701,2626.4596,592.64883
171.47075,2626.4771,596.38213
171.47141,2626.4946,596.29595
171.47207,2626.5121,600.3827
171.47273,2626.5295,593.97408
171.47338,2626.547,597.60359
171.47404,2626.5645,595.6974
171.4747,2626.582,596.07922
171.47536,2626.5995,596.14696
171.47601,2626.6169,596.10731
171.47667,2626.6344,595.81314
171.47733,2626.6519,596.94091
171.47799,2626.6694,598.11206
171.47865,2626.6869,598.14065
171.4793,2626.7043,597.97076
171.47996,2626.7218,599.85087
171.48062,2626.7393,599.92486
171.48128,2626.7568,600.03245
171.48193,2626.7742,597.31153
171.48259,2626.7917,597.26169
171.48325,2626.8092,600.42109
171.48391,2626.8267,600.53215
171.48456,2626.8442,597.21011
171.48522,2626.8616,597.36874
171.48588,2626.8791,598.59004
171.48654,2626.8966,600.77115
171.4872,2626.9141,598.42341
171.48785,2626.9315,596.82638
171.48851,2626.949,598.23153
171.48917,2626.9665,599.99247
171.48983,2626.984,597.97657
171.49048,2627.0015,598.8413
171.49114,2627.0189,598.08381
171.4918,2627.0364,596.63039
171.49246,2627.0539,597.54206
171.49311,2627.0714,597.83475
171.49377,2627.0888,596.61077
171.49443,2627.1063,597.05893
171.49509,2627.1238,597.87354
171.49575,2627.1413,599.3408
171.4964,2627.1588,594.09635
171.49706,2627.1762,596.59832
171.49772,2627.1937,596.60009
171.49838,2627.2112,591.68953
171.49903,2627.2287,592.94958
171.49969,2627.2461,593.45596
171.50035,2627.2636,589.75349
171.50101,2627.2811,592.3214
171.50166,2627.2986,591.95145
171.50232,2627.3161,593.65309
171.50298,2627.3335,592.28443
171.50364,2627.351,595.66593
171.5043,2627.3685,593.85212
171.50495,2627.386,596.58197
171.50561,2627.4034,601.4266
171.50627,2627.4209,596.76802
171.50693,2627.4384,598.16781
171.50758,2627.4559,598.54842
171.50824,2627.4734,597.73913
171.5089,2627.4908,596.1328
171.50956,2627.5083,597.83622
171.51021,2627.5258,596.10302
171.51087,2627.5433,599.22948
171.51153,2627.5607,601.61207
171.51219,2627.5782,600.90895
171.51285,2627.5957,599.75307
171.5135,2627.6132,596.8129
171.51416,2627.6307,599.178
171.51482,2627.6481,600.07507
171.51548,2627.6656,600.58287
171.51613,2627.6831,597.30731
171.51679,2627.7006,599.16358
171.51745,2627.718,596.52822
171.73054,2633.3809,601.05995
171.7312,2633.3984,596.37662
171.73186,2633.4158,600.77969
171.73251,2633.4333,601.61368
171.73317,2633.4508,602.11585
171.73383,2633.4683,600.88472
171.73449,2633.4857,599.42859
171.73514,2633.5032,602.02358
171.7358,2633.5207,600.02339
171.73646,2633.5382,604.02016
171.73712,2633.5557,604.01366
171.73778,2633.5731,602.2799
171.73843,2633.5906,604.1531
171.73909,2633.6081,600.98309
171.73975,2633.6256,598.7285
171.74041,2633.643,603.64899
171.74106,2633.6605,602.97157
171.74172,2633.678,602.11801
171.74238,2633.6955,602.51957
171.74304,2633.713,601.68447
171.74369,2633.7304,607.38403
171.74435,2633.7479,604.77939
171.74501,2633.7654,606.29047
171.74567,2633.7829,602.21897
171.74632,2633.8003,602.02684
171.74698,2633.8178,604.66851
171.74764,2633.8353,606.9062
171.7483,2633.8528,604.42956
171.74896,2633.8703,605.21037
171.74961,2633.8877,606.08124
171.75027,2633.9052,606.77094
171.75093,2633.9227,601.45336
171.75159,2633.9402,602.22229
171.75224,2633.9577,605.89631
171.7529,2633.9751,602.63027
171.75356,2633.9926,599.82223
171.75422,2634.0101,599.76476
171.75487,2634.0276,599.20985
171.75553,2634.045,600.17627
171.75619,2634.0625,600.59902
171.75685,2634.08,602.0603
171.75751,2634.0975,601.14639
171.75816,2634.115,603.0693
171.75882,2634.1324,600.57979
171.75948,2634.1499,600.45473
171.76014,2634.1674,599.03654
171.76079,2634.1849,599.2773
171.76145,2634.2023,598.4124
171.76211,2634.2198,600.33395
171.76277,2634.2373,600.95
171.76342,2634.2548,601.31544
171.76408,2634.2723,599.05928
171.76474,2634.2897,602.1059
171.7654,2634.3072,602.36054
171.76606,2634.3247,598.64058
171.76671,2634.3422,598.59305
171.76737,2634.3596,597.92619
171.76803,2634.3771,597.27804
171.76869,2634.3946,599.74373
171.76934,2634.4121,599.35923
171.77,2634.4296,599.93927
171.77066,2634.447,604.96502
171.77132,2634.4645,598.57457
171.77197,2634.482,600.71639
171.77263,2634.4995,600.46584
171.77329,2634.5169,597.37328
171.77395,2634.5344,599.16795
171.77461,2634.5519,600.59755
171.77526,2634.5694,602.94786
171.77592,2634.5869,603.93362
171.77658,2634.6043,597.71672
171.77724,2634.6218,601.75397
171.77789,2634.6393,604.33037
171.77855,2634.6568,605.23286
171.77921,2634.6742,599.92944
171.77987,2634.6917,603.6842
171.78052,2634.7092,601.32067
171.78118,2634.7267,603.60516
171.78184,2634.7442,601.77263
171.7825,2634.7616,600.56934
171.78316,2634.7791,599.66495
171.78381,2634.7966,597.47265
171.78447,2634.8141,593.69834
171.78513,2634.8315,595.41872
171.78579,2634.849,599.63523
171.78644,2634.8665,598.85148
171.7871,2634.884,600.99968
171.78776,2634.9015,596.58462
171.78842,2634.9189,600.13777
171.78907,2634.9364,598.5816
171.78973,2634.9539,599.07999
171.79039,2634.9714,599.41209
171.79105,2634.9888,600.20031
171.79171,2635.0063,602.45123
171.79236,2635.0238,598.47717
171.79302,2635.0413,599.91343
171.79368,2635.0588,599.37501
171.79434,2635.0762,602.03914
171.79499,2635.0937,598.81494
171.79565,2635.1112,596.8448
171.79631,2635.1287,598.87121
171.79697,2635.1461,601.78641
171.79762,2635.1636,601.5302
171.79828,2635.1811,601.0046
171.79894,2635.1986,602.10577
171.7996,2635.2161,600.38721
171.80026,2635.2335,599.40751
171.80091,2635.251,600.01463
171.80157,2635.2685,598.43748
171.80223,2635.286,597.99846
171.80289,2635.3034,602.35394
171.80354,2635.3209,600.13328
171.8042,2635.3384,596.87568
171.80486,2635.3559,597.30744
171.80552,2635.3734,595.04553
171.80617,2635.3908,596.57946
171.80683,2635.4083,601.05493
171.80749,2635.4258,598.94127
171.80815,2635.4433,600.94169
171.80881,2635.4607,600.98063
171.80946,2635.4782,599.73323
171.81012,2635.4957,600.8342
171.81078,2635.5132,600.10979
171.81144,2635.5307,600.58241
171.81209,2635.5481,601.11862
171.81275,2635.5656,602.81675
171.81341,2635.5831,605.30944
171.81407,2635.6006,600.69405
171.81472,2635.618,604.49398
171.81538,2635.6355,600.4108
171.81604,2635.653,599.60923
171.8167,2635.6705,608.34797
171.81736,2635.688,605.10653
171.81801,2635.7054,599.19849
171.81867,2635.7229,599.43575
171.81933,2635.7404,601.60458
171.81999,2635.7579,602.65475
171.82064,2635.7754,600.83309
171.8213,2635.7928,601.06536
171.82196,2635.8103,601.74931
171.82262,2635.8278,601.59949
171.82327,2635.8453,599.99601
171.82393,2635.8627,601.0332
171.82459,2635.8802,600.37049
171.82525,2635.8977,601.7742
171.82591,2635.9152,598.79216
171.82656,2635.9327,596.0199
171.82722,2635.9501,597.52438
171.82788,2635.9676,601.26404
171.82854,2635.9851,597.97001
171.82919,2636.0026,598.44168
171.82985,2636.02,595.14403
171.83051,2636.0375,597.11175
171.83117,2636.055,599.69926
171.83182,2636.0725,599.35666
171.83248,2636.09,597.66095
171.83314,2636.1074,599.16767
171.8338,2636.1249,599.83824
171.83446,2636.1424,601.51224
171.83511,2636.1599,601.07415
171.83577,2636.1773,602.43882
171.83643,2636.1948,601.04262
171.83709,2636.2123,600.57786
171.83774,2636.2298,597.45699
171.8384,2636.2473,596.9915
171.83906,2636.2647,600.20626
171.83972,2636.2822,605.50744
171.84037,2636.2997,603.35841
171.84103,2636.3172,600.92906
171.84169,2636.3346,602.91238
171.84235,2636.3521,600.25506
171.84301,2636.3696,601.49517
171.84366,2636.3871,606.06664
171.84432,2636.4046,601.4724
171.84498,2636.422,605.45143
171.84564,2636.4395,606.76861
171.84629,2636.457,605.01456
171.84695,2636.4745,602.53103
171.88773,2637.5581,607.22351
171.88839,2637.5756,605.01988
171.88904,2637.5931,602.21406
171.8897,2637.6105,601.66054
171.89036,2637.628,603.07378
171.89102,2637.6455,601.65406
171.89167,2637.663,602.15674
171.89233,2637.6804,607.14682
171.89299,2637.6979,600.72344
171.89365,2637.7154,600.12732
171.89431,2637.7329,603.22849
171.89496,2637.7504,606.33742
171.89562,2637.7678,601.53685
171.89628,2637.7853,600.78724
171.89694,2637.8028,603.56839
171.89759,2637.8203,602.98382
171.89825,2637.8377,602.74121
171.89891,2637.8552,604.92157
171.89957,2637.8727,606.17374
171.90022,2637.8902,604.17731
171.90088,2637.9077,603.33276
171.90154,2637.9251,606.37229
171.9022,2637.9426,607.66487
171.90286,2637.9601,604.16773
171.90351,2637.9776,607.11722
171.90417,2637.995,606.20769
171.90483,2638.0125,606.87105
171.90549,2638.03,605.49462
171.90614,2638.0475,603.63117
171.9068,2638.065,604.09404
171.90746,2638.0824,605.22433
171.90812,2638.0999,600.84348
171.90877,2638.1174,597.11686
171.90943,2638.1349,598.10751
171.91009,2638.1523,600.01663
171.91075,2638.1698,601.00465
171.91141,2638.1873,603.69308
171.91206,2638.2048,602.69911
171.91272,2638.2223,602.03628
171.91338,2638.2397,600.77222
171.91404,2638.2572,600.34631
171.91469,2638.2747,604.31508
171.91535,2638.2922,603.58131
171.91601,2638.3096,600.64677
171.91667,2638.3271,602.85762
171.91732,2638.3446,600.06708
171.91798,2638.3621,601.10726
171.91864,2638.3796,602.14052
171.9193,2638.397,598.83937
171.91996,2638.4145,600.50519
171.92061,2638.432,600.14592
171.92127,2638.4495,598.3492
171.92193,2638.4669,603.0504
171.92259,2638.4844,601.99569
171.92324,2638.5019,597.55556
171.9239,2638.5194,598.17941
171.92456,2638.5369,601.06159
171.92522,2638.5543,600.5646
171.92587,2638.5718,599.52982
171.92653,2638.5893,600.32771
171.92719,2638.6068,600.02573
171.92785,2638.6242,601.27056
171.92851,2638.6417,602.3617
171.92916,2638.6592,604.42546
171.92982,2638.6767,603.58651
171.93048,2638.6942,600.29205
171.93114,2638.7116,607.77613
171.93179,2638.7291,605.74045
171.93245,2638.7466,606.9945
171.93311,2638.7641,606.0409
171.93377,2638.7815,607.79193
171.93442,2638.799,608.84523
171.93508,2638.8165,607.52914
171.93574,2638.834,606.81212
171.9364,2638.8515,605.17984
171.93706,2638.8689,606.38017
171.93771,2638.8864,604.82723
171.93837,2638.9039,607.19888
171.93903,2638.9214,608.25567
171.93969,2638.9388,606.16074
171.94034,2638.9563,606.66807
171.941,2638.9738,607.07788
171.94166,2638.9913,607.47934
171.94232,2639.0088,602.22249
171.94297,2639.0262,604.56755
171.94363,2639.0437,601.20325
171.94429,2639.0612,599.26154
171.94495,2639.0787,602.70996
171.9456,2639.0961,600.86674
171.94626,2639.1136,602.60721
171.94692,2639.1311,600.4348
171.94758,2639.1486,602.21531
171.94824,2639.1661,597.7984
171.94889,2639.1835,599.26631
171.94955,2639.201,595.08192
171.95021,2639.2185,597.15568
171.95087,2639.236,596.62972
171.95152,2639.2534,598.51397
171.95218,2639.2709,600.74187
171.9535,2639.3059,596.5095
171.95415,2639.3234,596.42827
171.95481,2639.3408,595.93921
171.95547,2639.3583,596.49475
171.95613,2639.3758,596.19422
171.95679,2639.3933,598.15167
171.95744,2639.4108,597.23494
171.9581,2639.4282,600.66842
171.95876,2639.4457,599.27585
171.95942,2639.4632,600.29541
171.96007,2639.4807,597.48584
171.96073,2639.4981,598.25216
171.96139,2639.5156,600.51392
171.96205,2639.5331,601.13632
171.9627,2639.5506,599.77497
171.96336,2639.5681,599.80892
171.96402,2639.5855,597.93181
171.96468,2639.603,594.52785
171.96534,2639.6205,599.21724
171.96599,2639.638,598.45724
171.96665,2639.6554,601.77311
171.96731,2639.6729,602.74059
171.96797,2639.6904,603.74782
171.96862,2639.7079,604.21675
171.96928,2639.7254,604.87169
171.96994,2639.7428,607.13922
171.9706,2639.7603,607.77168
171.97125,2639.7778,611.31801
171.97191,2639.7953,608.63178
171.97257,2639.8127,608.99065
171.97323,2639.8302,608.38054
171.97389,2639.8477,608.22353
171.97454,2639.8652,607.14199
171.9752,2639.8827,609.99767
171.97586,2639.9001,609.16782
171.97652,2639.9176,607.74577
171.97717,2639.9351,606.23492
171.97783,2639.9526,606.5522
171.97849,2639.97,602.11412
171.97915,2639.9875,608.53414
171.9798,2640.005,605.02554
171.98046,2640.0225,605.04131
171.98112,2640.04,602.40576
171.98178,2640.0574,602.02888
171.98244,2640.0749,600.08167
171.98309,2640.0924,603.27609
171.98375,2640.1099,602.05207
171.98441,2640.1273,601.29668
